"table_name","column_name","attribute","type","original_id","original_row"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",69,"{""id"":69,""geom"":{""type"":""Point"",""coordinates"":[721533.1239512329,7703519.396233131]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":5,""inscricao"":""01.01.0002.0199.005"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Lote","inscricao_lote","01.01.0002.0113","text",90,"{""id"":90,""geom"":{""type"":""Polygon"",""coordinates"":[[[721395.622347858,7703511.47292369],[721400.5638422164,7703519.261131013],[721400.6743117882,7703519.230672824],[721401.1625943042,7703519.105122492],[721401.6529823212,7703518.988065699],[721402.1453281376,7703518.8795377035],[721402.6394833801,7703518.779571211],[721403.1352992322,7703518.688196327],[721403.6326262926,7703518.605440584],[721404.13131477,7703518.53132891],[721404.6312143757,7703518.46588364],[721405.1321745866,7703518.409124476],[721405.6340444066,7703518.361068529],[721406.1366727309,7703518.321730267],[721406.6399080331,7703518.291121548],[721407.1435988931,7703518.269251583],[721407.6475933882,7703518.256126971],[721408.1517397605,7703518.251751661],[721408.6558861329,7703518.256126971],[721409.159880628,7703518.269251583],[721409.663571488,7703518.291121548],[721410.1668067902,7703518.321730267],[721410.6694351145,7703518.361068529],[721411.1713049344,7703518.409124476],[721411.6722651453,7703518.46588364],[721412.1721647511,7703518.53132891],[721412.6708532284,7703518.605440584],[721413.1681802889,7703518.688196327],[721413.6639961409,7703518.779571211],[721414.1581513835,7703518.8795377035],[721414.6504971999,7703518.988065699],[721415.1408852169,7703519.105122492],[721415.6291677329,7703519.230672824],[721416.1151976886,7703519.364678886],[721416.5988285963,7703519.507100286],[721417.0799148112,7703519.6578941345],[721417.5583113552,7703519.817014989],[721418.0338741655,7703519.984414933],[721418.5064599047,7703520.160043512],[721418.9759263148,7703520.343847854],[721419.4421318994,7703520.535772566],[721419.9049361493,7703520.7357598],[721420.3641997979,7703520.943749378],[721420.819784341,7703521.1596785765],[721421.2715525974,7703521.383482371],[721421.7193685112,7703521.615093367],[721422.1630970606,7703521.854441727],[721422.602604742,7703522.101455439],[721423.0377589692,7703522.356059987],[721423.4684287936,7703522.618178755],[721423.8944843976,7703522.887732734],[721424.3157974179,7703523.164640707],[721424.7322410044,7703523.448819304],[721425.1436896396,7703523.740182874],[721425.5500193835,7703524.038643648],[721425.9511079045,7703524.34411177],[721426.3468342269,7703524.656495109],[721426.7370792587,7703524.975699649],[721427.1217254014,7703525.301629203],[721427.5006567517,7703525.63418556],[721427.8737591838,7703525.973268559],[721428.2409203083,7703526.318776061],[721428.6020295189,7703526.670603981],[721428.9569779636,7703527.028646266],[721429.3056588002,7703527.392795142],[721429.6479669566,7703527.762940876],[721429.9837992702,7703528.1389719155],[721430.3130546374,7703528.520775055],[721430.6356338232,7703528.908235222],[721430.9514396718,7703529.3012357205],[721431.2603770264,7703529.699658131],[721431.5623528465,7703530.103382467],[721431.857276111,7703530.5122870365],[721432.1450580455,7703530.926248755],[721432.4256118952,7703531.345142834],[721432.6988531515,7703531.768843086],[721432.964699547,7703532.197221952],[721433.2230709279,7703532.630150269],[721433.4738894957,7703533.067497678],[721433.7170796952,7703533.5091324365],[721433.9525682408,7703533.954921455],[721434.1802842095,7703534.404730475],[721434.4001589976,7703534.858423984],[721434.6121263632,7703535.315865296],[721434.8161224424,7703535.776916587],[721435.0120858056,7703536.24143902],[721435.1999574046,7703536.709292629],[721435.3796806231,7703537.180336418],[721435.5512013563,7703537.654428583],[721435.7144678978,7703538.131426203],[721435.8694310886,7703538.61118566],[721436.0160442343,7703539.093562386],[721436.1542631672,7703539.578411067],[721436.2840462468,7703540.065585633],[721436.4053543846,7703540.554939353],[721436.5181510258,7703541.046324771],[721436.6224021974,7703541.539593884],[721436.7180764868,7703542.034598061],[721436.8051450768,7703542.531188209],[721436.8835817388,7703543.029214733],[721436.9533628387,7703543.528527575],[721437.0144673563,7703544.028976318],[721437.0668768855,7703544.530410222],[721437.1105756368,7703545.032678218],[721437.1167922054,7703545.1220747875],[721440.0106346469,7703546.07972629],[721461.9740866714,7703476.2979986705],[721451.6034494345,7703473.058305712],[721395.622347858,7703511.47292369]]]},""inscricao_lote"":""01.01.0002.0113""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",91,"{""id"":91,""geom"":{""type"":""Point"",""coordinates"":[721679.5655265899,7703605.057906911]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":381,""unidade"":1,""inscricao"":""01.01.0002.0381.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",19,"{""id"":19,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721275.7441604488,7703352.822745185],[721314.9801347126,7703408.932932156]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",36,"{""id"":36,""geom"":{""type"":""Point"",""coordinates"":[721344.3263819658,7703485.777350073]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":276,""unidade"":2,""inscricao"":""01.01.0003.0276.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",76,"{""id"":76,""geom"":{""type"":""Point"",""coordinates"":[721569.7818293704,7703534.97108291]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":240,""unidade"":2,""inscricao"":""01.01.0002.0240.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0103.001","text",76,"{""id"":76,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721565.7370716529,7703640.304249839],[721570.2381374596,7703623.023372188],[721566.5899392797,7703622.073991722],[721562.0712706076,7703639.437945816],[721565.7370716529,7703640.304249839]]]]},""inscricao"":""01.01.0004.0103.001""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",31,"{""id"":31,""geom"":{""type"":""Point"",""coordinates"":[721366.8339392679,7703520.725793478]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":168,""unidade"":1,""inscricao"":""01.01.0003.0168.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0121.001","text",72,"{""id"":72,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721549.7623068482,7703618.019955287],[721544.2565388525,7703636.546663652],[721540.6188830654,7703635.465624948],[721545.5947842695,7703618.721898992],[721542.9628846787,7703617.939750957],[721543.4656618232,7703616.247924215],[721549.7623068482,7703618.019955287]]]]},""inscricao"":""01.01.0004.0121.001""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",16,"{""id"":16,""geom"":{""type"":""Point"",""coordinates"":[721221.146668257,7703577.843339963]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":33,""unidade"":2,""inscricao"":""01.01.0003.0033.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",53,"{""id"":53,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721542.3704401057,7703783.389546678],[721562.6743708437,7703792.169624836],[721578.4510737816,7703803.830666138]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",65,"{""id"":65,""geom"":{""type"":""Point"",""coordinates"":[721514.5101063757,7703556.433985653]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":2,""inscricao"":""01.01.0002.0199.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0003.0130.002","text",27,"{""id"":27,""geom"":{""type"":""Point"",""coordinates"":[721303.5848541916,7703543.423287973]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":130,""unidade"":2,""inscricao"":""01.01.0003.0130.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Lote","inscricao_lote","01.01.0003.0320","text",48,"{""id"":48,""geom"":{""type"":""Polygon"",""coordinates"":[[[721284.3334051587,7703456.620689492],[721300.2472968008,7703477.473375091],[721335.1174325568,7703455.483017677],[721320.1704239515,7703433.378564985],[721284.3334051587,7703456.620689492]]]},""inscricao_lote"":""01.01.0003.0320""}"
"CAD_Secao_Logradouro","codigo","4","integer",74,"{""id"":74,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721209.7680058357,7703617.387191541],[721209.7651108948,7703617.379982316],[721209.7103047811,7703617.2500668615],[721209.6532521109,7703617.121122191],[721209.5939700713,7703616.993187148],[721209.5324765214,7703616.866300275],[721209.4687899862,7703616.740499795],[721209.4029296516,7703616.615823608],[721209.3349153581,7703616.492309272],[721209.2647675953,7703616.369993996],[721209.1925074954,7703616.248914628],[721209.118156827,7703616.129107644],[721209.0417379886,7703616.010609136],[721208.9632740014,7703615.893454801],[721208.8827885031,7703615.777679934],[721208.8003057401,7703615.663319412],[721208.7158505606,7703615.550407685],[721208.6294484071,7703615.43897877],[721208.5411253086,7703615.329066234],[721208.4509078724,7703615.220703188],[721208.358823277,7703615.113922279],[721208.2648992634,7703615.008755674],[721208.169164126,7703614.905235053],[721208.0716467057,7703614.803391604],[721207.9723763799,7703614.703256007],[721207.871383054,7703614.604858429],[721207.7686971525,7703614.508228512],[721207.66434961,7703614.413395365],[721207.5583718616,7703614.320387558],[721207.4507958331,7703614.229233109],[721207.3416539326,7703614.13995948],[721207.2309790391,7703614.052593564],[721207.1188044938,7703613.967161681],[721207.0051640898,7703613.883689566],[721206.8900920616,7703613.802202366],[721206.7736230749,7703613.722724631],[721206.6557922163,7703613.645280302],[721206.536634983,7703613.569892709],[721206.4161872714,7703613.496584564],[721206.2944853666,7703613.425377952],[721206.1715659318,7703613.356294323],[721206.0474659969,7703613.289354487],[721205.9222229474,7703613.224578613],[721205.7958745131,7703613.161986214],[721205.668458757,7703613.101596145],[721205.5400140634,7703613.043426599],[721205.4105791266,7703612.987495101],[721205.2801929394,7703612.9338185],[721205.1488947812,7703612.882412965],[721205.0167242058,7703612.833293984],[721204.8837210301,7703612.786476353],[721204.7499253217,7703612.741974177],[721204.6153773868,7703612.69980086],[721204.4801177587,7703612.65996911],[721204.3441871847,7703612.622490925],[721204.2076266144,7703612.587377595],[721204.0704771868,7703612.554639698],[721203.9327802189,7703612.524287097],[721203.7945771923,7703612.496328937],[721203.6559097411,7703612.470773637],[721203.5168196392,7703612.4476288995],[721203.3773487881,7703612.426901694],[721203.2375392038,7703612.4085982675],[721203.0974330043,7703612.392724131],[721202.9570723971,7703612.379284068],[721202.8164996664,7703612.368282127],[721202.67575716,7703612.359721623],[721202.5348872772,7703612.353605135],[721202.3939324552,7703612.349934505],[721202.2529351575,7703612.348710839],[721202.1119378598,7703612.349934505],[721201.9709830378,7703612.353605135],[721201.8301131551,7703612.359721623],[721201.6893706486,7703612.368282127],[721201.5487979179,7703612.379284068],[721201.4084373107,7703612.392724131],[721201.2683311112,7703612.4085982675],[721201.1285215269,7703612.426901694],[721200.9890506758,7703612.4476288995],[721200.849960574,7703612.470773637],[721200.7112931227,7703612.496328937],[721200.5730900961,7703612.524287097],[721200.4353931282,7703612.554639698],[721200.2982437006,7703612.587377595],[721200.1616831303,7703612.622490925],[721200.0257525563,7703612.65996911],[721199.8904929282,7703612.69980086],[721199.7559449933,7703612.741974177],[721199.6221492849,7703612.786476353],[721199.4891461092,7703612.833293984],[721199.3569755338,7703612.882412965],[721199.2256773756,7703612.9338185],[721199.0952911885,7703612.987495101],[721198.9658562517,7703613.043426599],[721198.837411558,7703613.101596145],[721198.7099958019,7703613.161986214],[721198.5836473677,7703613.224578613],[721198.4584043181,7703613.289354487],[721198.3343043833,7703613.356294323],[721198.2113849485,7703613.425377952],[721198.0896830437,7703613.496584564],[721197.969235332,7703613.569892709],[721197.8500780987,7703613.645280302],[721197.7322472401,7703613.722724631],[721197.6157782534,7703613.802202366],[721197.5007062252,7703613.883689566],[721197.3870658212,7703613.967161681],[721197.2748912759,7703614.052593564],[721197.1642163824,7703614.13995948],[721197.0550744819,7703614.229233109],[721196.9474984534,7703614.320387558],[721196.841520705,7703614.413395365],[721196.7371731625,7703614.508228512],[721196.6344872611,7703614.604858429],[721196.5334939351,7703614.703256007],[721196.4342236093,7703614.803391604],[721196.336706189,7703614.905235053],[721196.2409710516,7703615.008755674],[721196.147047038,7703615.113922279],[721196.0549624426,7703615.220703188],[721195.9647450064,7703615.329066234],[721195.8764219079,7703615.43897877],[721195.7900197544,7703615.550407685],[721195.7055645749,7703615.663319412],[721195.6230818119,7703615.777679934],[721195.5425963136,7703615.893454801],[721195.4641323264,7703616.010609136],[721195.387713488,7703616.129107644],[721195.3133628196,7703616.248914628],[721195.2411027197,7703616.369993996],[721195.1709549569,7703616.492309272],[721195.1029406635,7703616.615823608],[721195.0370803288,7703616.740499795],[721194.9733937936,7703616.866300275],[721194.9119002437,7703616.993187148],[721194.8526182041,7703617.121122191],[721194.7955655339,7703617.2500668615],[721194.7407594202,7703617.379982316],[721194.6882163737,7703617.510829415],[721194.637952223,7703617.642568744],[721194.5899821103,7703617.775160612],[721194.544320487,7703617.908565078],[721194.5009811086,7703618.042741952],[721194.4599770313,7703618.177650814],[721194.4213206077,7703618.313251021],[721194.3850234832,7703618.449501724],[721194.3510965924,7703618.586361877],[721194.3195501558,7703618.72379025],[721194.2903936771,7703618.861745442],[721194.2636359395,7703619.000185895],[721194.239285004,7703619.139069901],[721194.2173482064,7703619.278355623],[721194.1978321553,7703619.418001099],[721194.1807427298,7703619.557964262],[721194.1660850783,7703619.698202946],[721194.1538636163,7703619.838674905],[721194.1440820257,7703619.97933782],[721194.1367432532,7703620.120149317],[721194.1318495097,7703620.261066976],[721194.1294022693,7703620.402048345],[721194.1294022693,7703620.543050953],[721194.1318495097,7703620.684032322],[721194.1367432532,7703620.824949981],[721194.1440820257,7703620.965761478],[721194.1538636163,7703621.106424393],[721194.1660850783,7703621.246896352],[721194.1807427298,7703621.387135036],[721194.1978321553,7703621.527098199],[721194.2173482064,7703621.666743675],[721194.239285004,7703621.806029397],[721194.2636359395,7703621.944913403],[721194.2903936771,7703622.083353856],[721194.3195501558,7703622.221309048],[721194.3510965924,7703622.358737421],[721194.3850234832,7703622.495597574],[721194.4213206077,7703622.631848277],[721194.4599770313,7703622.767448484],[721194.5009811086,7703622.902357345],[721194.544320487,7703623.03653422],[721194.5899821103,7703623.169938686],[721194.637952223,7703623.302530554],[721194.6882163737,7703623.434269883],[721194.7407594202,7703623.565116982],[721194.7955655339,7703623.695032436],[721194.8526182041,7703623.823977107],[721194.9119002437,7703623.95191215],[721194.9733937936,7703624.078799023],[721195.0370803288,7703624.2045995025],[721195.1029406635,7703624.32927569],[721195.1709549569,7703624.452790026],[721195.2411027197,7703624.575105302],[721195.3133628196,7703624.69618467],[721195.387713488,7703624.815991654],[721195.4641323264,7703624.934490162],[721195.5425963136,7703625.051644497],[721195.6230818119,7703625.167419364],[721195.7055645749,7703625.281779886],[721195.7900197544,7703625.394691613],[721195.8764219079,7703625.506120528],[721195.9647450064,7703625.616033064],[721196.0549624426,7703625.72439611],[721196.147047038,7703625.831177019],[721196.2409710516,7703625.936343624],[721196.336706189,7703626.039864245],[721196.4342236093,7703626.141707694],[721196.5334939351,7703626.241843291],[721196.6344872611,7703626.340240869],[721196.7371731625,7703626.436870786],[721196.841520705,7703626.531703933],[721196.9474984534,7703626.62471174],[721197.0550744819,7703626.7158661885],[721197.1642163824,7703626.805139818],[721197.2748912759,7703626.892505734],[721197.3870658212,7703626.977937617],[721197.5007062252,7703627.061409732],[721197.6157782534,7703627.142896932],[721197.7322472401,7703627.2223746665],[721197.8500780987,7703627.299818996],[721197.969235332,7703627.375206589],[721198.0896830437,7703627.448514733],[721198.2113849485,7703627.519721346],[721198.3343043833,7703627.588804975],[721198.4584043181,7703627.655744811],[721198.5836473677,7703627.7205206845],[721198.7099958019,7703627.783113084],[721198.837411558,7703627.843503153],[721198.9658562517,7703627.901672699],[721199.0952911885,7703627.957604197],[721199.2256773756,7703628.011280798],[721199.3569755338,7703628.0626863325],[721199.4891461092,7703628.111805314],[721199.6221492849,7703628.158622945],[721199.7559449933,7703628.203125121],[721199.8904929282,7703628.245298438],[721200.0257525563,7703628.285130188],[721200.1616831303,7703628.322608373],[721200.2982437006,7703628.357721703],[721200.4353931282,7703628.3904596],[721200.5730900961,7703628.420812201],[721200.7112931227,7703628.448770361],[721200.849960574,7703628.474325661],[721200.9890506758,7703628.497470398],[721201.1285215269,7703628.5181976035],[721201.2683311112,7703628.53650103],[721201.4084373107,7703628.552375167],[721201.5487979179,7703628.56581523],[721201.6893706486,7703628.576817171],[721201.8301131551,7703628.585377675],[721201.9709830378,7703628.591494163],[721202.1119378598,7703628.595164793],[721202.2529351575,7703628.596388459]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":4,""secao_e"":null,""secao_d"":null}"
